"YEAR","MONTH","DAY_OF_MONTH","CARRIER","FL_NUM","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","CANCELLED","CANCELLATION_CODE","DIVERTED","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2015,5,24,"B6","63","JFK","SEA",-5.00,-19.00,0.00,"",0.00,354.00,328.00,2422.00,,,,,,
2015,5,25,"B6","63","JFK","SEA",-1.00,-40.00,0.00,"",0.00,329.00,304.00,2422.00,,,,,,
2015,5,26,"B6","63","JFK","SEA",-3.00,-41.00,0.00,"",0.00,330.00,303.00,2422.00,,,,,,
2015,5,27,"B6","63","JFK","SEA",-3.00,-19.00,0.00,"",0.00,352.00,317.00,2422.00,,,,,,
2015,5,28,"B6","63","JFK","SEA",-1.00,-7.00,0.00,"",0.00,362.00,320.00,2422.00,,,,,,
2015,5,29,"B6","63","JFK","SEA",-1.00,-3.00,0.00,"",0.00,366.00,322.00,2422.00,,,,,,
2015,5,31,"B6","63","JFK","SEA",-1.00,-3.00,0.00,"",0.00,366.00,338.00,2422.00,,,,,,
2015,5,1,"B6","65","JFK","ABQ",25.00,-13.00,0.00,"",0.00,276.00,241.00,1826.00,,,,,,
2015,5,3,"B6","65","JFK","ABQ",-1.00,-45.00,0.00,"",0.00,270.00,236.00,1826.00,,,,,,
2015,5,4,"B6","65","JFK","ABQ",-6.00,-42.00,0.00,"",0.00,278.00,237.00,1826.00,,,,,,
2015,5,7,"B6","65","JFK","ABQ",4.00,30.00,0.00,"",0.00,340.00,284.00,1826.00,4.00,0.00,26.00,0.00,0.00,
2015,5,8,"B6","65","JFK","ABQ",0.00,7.00,0.00,"",0.00,321.00,271.00,1826.00,,,,,,
2015,5,9,"B6","65","JFK","ABQ",-10.00,-37.00,0.00,"",0.00,287.00,261.00,1826.00,,,,,,
2015,5,10,"B6","65","JFK","ABQ",-4.00,-30.00,0.00,"",0.00,288.00,244.00,1826.00,,,,,,
2015,5,11,"B6","65","JFK","ABQ",-5.00,-1.00,0.00,"",0.00,318.00,267.00,1826.00,,,,,,
2015,5,12,"B6","65","JFK","ABQ",-4.00,-20.00,0.00,"",0.00,298.00,259.00,1826.00,,,,,,
2015,5,13,"B6","65","JFK","ABQ",-1.00,-31.00,0.00,"",0.00,284.00,248.00,1826.00,,,,,,
2015,5,14,"B6","65","JFK","ABQ",-5.00,-37.00,0.00,"",0.00,282.00,246.00,1826.00,,,,,,
2015,5,15,"B6","65","JFK","ABQ",2.00,2.00,0.00,"",0.00,314.00,276.00,1826.00,,,,,,
2015,5,16,"B6","65","JFK","ABQ",-2.00,-19.00,0.00,"",0.00,297.00,257.00,1826.00,,,,,,
2015,5,17,"B6","65","JFK","ABQ",-4.00,-32.00,0.00,"",0.00,286.00,241.00,1826.00,,,,,,
2015,5,18,"B6","65","JFK","ABQ",8.00,45.00,0.00,"",0.00,351.00,278.00,1826.00,8.00,0.00,37.00,0.00,0.00,
2015,5,19,"B6","65","JFK","ABQ",-3.00,-2.00,0.00,"",0.00,315.00,255.00,1826.00,,,,,,
2015,5,20,"B6","65","JFK","ABQ",-5.00,-14.00,0.00,"",0.00,305.00,263.00,1826.00,,,,,,
2015,5,21,"B6","65","JFK","ABQ",0.00,-4.00,0.00,"",0.00,310.00,264.00,1826.00,,,,,,
2015,5,22,"B6","65","JFK","ABQ",-1.00,8.00,0.00,"",0.00,323.00,264.00,1826.00,,,,,,
2015,5,23,"B6","65","JFK","ABQ",-1.00,24.00,0.00,"",0.00,339.00,294.00,1826.00,0.00,0.00,24.00,0.00,0.00,
2015,5,24,"B6","65","JFK","ABQ",-12.00,-46.00,0.00,"",0.00,280.00,250.00,1826.00,,,,,,
2015,5,25,"B6","65","JFK","ABQ",-8.00,-26.00,0.00,"",0.00,296.00,257.00,1826.00,,,,,,
2015,5,26,"B6","65","JFK","ABQ",0.00,-7.00,0.00,"",0.00,307.00,265.00,1826.00,,,,,,
2015,5,27,"B6","65","JFK","ABQ",8.00,6.00,0.00,"",0.00,312.00,252.00,1826.00,,,,,,
2015,5,28,"B6","65","JFK","ABQ",-1.00,-9.00,0.00,"",0.00,306.00,270.00,1826.00,,,,,,
2015,5,29,"B6","65","JFK","ABQ",-3.00,-8.00,0.00,"",0.00,309.00,265.00,1826.00,,,,,,
2015,5,30,"B6","65","JFK","ABQ",-6.00,-28.00,0.00,"",0.00,292.00,249.00,1826.00,,,,,,
2015,5,31,"B6","65","JFK","ABQ",105.00,168.00,0.00,"",0.00,377.00,269.00,1826.00,0.00,105.00,63.00,0.00,0.00,
2015,5,1,"B6","66","ABQ","JFK",-3.00,-10.00,0.00,"",0.00,240.00,223.00,1826.00,,,,,,
2015,5,3,"B6","66","ABQ","JFK",5.00,2.00,0.00,"",0.00,244.00,234.00,1826.00,,,,,,
2015,5,4,"B6","66","ABQ","JFK",-4.00,-12.00,0.00,"",0.00,239.00,226.00,1826.00,,,,,,
2015,5,7,"B6","66","ABQ","JFK",38.00,85.00,0.00,"",0.00,294.00,274.00,1826.00,9.00,0.00,47.00,0.00,29.00,
2015,5,8,"B6","66","ABQ","JFK",8.00,-2.00,0.00,"",0.00,237.00,222.00,1826.00,,,,,,
2015,5,9,"B6","66","ABQ","JFK",-6.00,-8.00,0.00,"",0.00,245.00,223.00,1826.00,,,,,,
2015,5,10,"B6","66","ABQ","JFK",5.00,-11.00,0.00,"",0.00,231.00,218.00,1826.00,,,,,,
2015,5,11,"B6","66","ABQ","JFK",2.00,-21.00,0.00,"",0.00,224.00,210.00,1826.00,,,,,,
2015,5,12,"B6","66","ABQ","JFK",-5.00,-20.00,0.00,"",0.00,232.00,216.00,1826.00,,,,,,
2015,5,13,"B6","66","ABQ","JFK",10.00,0.00,0.00,"",0.00,237.00,215.00,1826.00,,,,,,
2015,5,14,"B6","66","ABQ","JFK",-6.00,-24.00,0.00,"",0.00,229.00,215.00,1826.00,,,,,,
2015,5,15,"B6","66","ABQ","JFK",3.00,-5.00,0.00,"",0.00,239.00,220.00,1826.00,,,,,,
2015,5,16,"B6","66","ABQ","JFK",-1.00,-2.00,0.00,"",0.00,246.00,228.00,1826.00,,,,,,
2015,5,17,"B6","66","ABQ","JFK",40.00,24.00,0.00,"",0.00,231.00,212.00,1826.00,24.00,0.00,0.00,0.00,0.00,
2015,5,18,"B6","66","ABQ","JFK",38.00,34.00,0.00,"",0.00,243.00,220.00,1826.00,0.00,0.00,0.00,0.00,34.00,
2015,5,19,"B6","66","ABQ","JFK",3.00,-33.00,0.00,"",0.00,211.00,198.00,1826.00,,,,,,
2015,5,20,"B6","66","ABQ","JFK",-7.00,-39.00,0.00,"",0.00,215.00,200.00,1826.00,,,,,,
2015,5,21,"B6","66","ABQ","JFK",-4.00,-26.00,0.00,"",0.00,225.00,203.00,1826.00,,,,,,
2015,5,22,"B6","66","ABQ","JFK",13.00,-8.00,0.00,"",0.00,226.00,213.00,1826.00,,,,,,
2015,5,23,"B6","66","ABQ","JFK",33.00,9.00,0.00,"",0.00,223.00,207.00,1826.00,,,,,,
2015,5,24,"B6","66","ABQ","JFK",-4.00,-15.00,0.00,"",0.00,236.00,219.00,1826.00,,,,,,
2015,5,25,"B6","66","ABQ","JFK",-7.00,-26.00,0.00,"",0.00,228.00,216.00,1826.00,,,,,,
2015,5,26,"B6","66","ABQ","JFK",3.00,-12.00,0.00,"",0.00,232.00,217.00,1826.00,,,,,,
2015,5,27,"B6","66","ABQ","JFK",-4.00,-16.00,0.00,"",0.00,235.00,223.00,1826.00,,,,,,
2015,5,28,"B6","66","ABQ","JFK",-5.00,-14.00,0.00,"",0.00,238.00,219.00,1826.00,,,,,,
2015,5,29,"B6","66","ABQ","JFK",-3.00,-8.00,0.00,"",0.00,242.00,223.00,1826.00,,,,,,
2015,5,30,"B6","66","ABQ","JFK",-9.00,-18.00,0.00,"",0.00,238.00,217.00,1826.00,,,,,,
2015,5,31,"B6","66","ABQ","JFK",162.00,159.00,0.00,"",0.00,244.00,226.00,1826.00,0.00,0.00,0.00,0.00,159.00,
2015,5,1,"B6","71","JFK","SLC",-6.00,-15.00,0.00,"",0.00,323.00,276.00,1990.00,,,,,,
2015,5,2,"B6","71","JFK","SLC",3.00,-29.00,0.00,"",0.00,300.00,266.00,1990.00,,,,,,
2015,5,3,"B6","71","JFK","SLC",-4.00,-33.00,0.00,"",0.00,303.00,264.00,1990.00,,,,,,
2015,5,4,"B6","71","JFK","SLC",2.00,24.00,0.00,"",0.00,354.00,308.00,1990.00,2.00,0.00,22.00,0.00,0.00,
2015,5,5,"B6","71","JFK","SLC",0.00,-49.00,0.00,"",0.00,283.00,250.00,1990.00,,,,,,
2015,5,6,"B6","71","JFK","SLC",-5.00,-49.00,0.00,"",0.00,288.00,266.00,1990.00,,,,,,
2015,5,7,"B6","71","JFK","SLC",-5.00,-41.00,0.00,"",0.00,296.00,269.00,1990.00,,,,,,
2015,5,8,"B6","71","JFK","SLC",5.00,-15.00,0.00,"",0.00,312.00,277.00,1990.00,,,,,,
2015,5,9,"B6","71","JFK","SLC",-3.00,-39.00,0.00,"",0.00,296.00,267.00,1990.00,,,,,,
2015,5,10,"B6","71","JFK","SLC",-3.00,23.00,0.00,"",0.00,358.00,310.00,1990.00,0.00,0.00,23.00,0.00,0.00,
2015,5,11,"B6","71","JFK","SLC",15.00,12.00,0.00,"",0.00,329.00,282.00,1990.00,,,,,,
2015,5,12,"B6","71","JFK","SLC",-1.00,-14.00,0.00,"",0.00,319.00,295.00,1990.00,,,,,,
2015,5,13,"B6","71","JFK","SLC",16.00,2.00,0.00,"",0.00,318.00,271.00,1990.00,,,,,,
2015,5,14,"B6","71","JFK","SLC",0.00,-22.00,0.00,"",0.00,310.00,270.00,1990.00,,,,,,
2015,5,15,"B6","71","JFK","SLC",0.00,-5.00,0.00,"",0.00,327.00,286.00,1990.00,,,,,,
2015,5,16,"B6","71","JFK","SLC",-5.00,-33.00,0.00,"",0.00,304.00,274.00,1990.00,,,,,,
2015,5,17,"B6","71","JFK","SLC",-5.00,-24.00,0.00,"",0.00,313.00,281.00,1990.00,,,,,,
2015,5,18,"B6","71","JFK","SLC",36.00,111.00,0.00,"",0.00,407.00,279.00,1990.00,31.00,0.00,75.00,0.00,5.00,
2015,5,19,"B6","71","JFK","SLC",24.00,22.00,0.00,"",0.00,330.00,279.00,1990.00,12.00,0.00,0.00,0.00,10.00,
2015,5,20,"B6","71","JFK","SLC",10.00,2.00,0.00,"",0.00,324.00,293.00,1990.00,,,,,,
2015,5,21,"B6","71","JFK","SLC",-2.00,-20.00,0.00,"",0.00,314.00,279.00,1990.00,,,,,,
2015,5,22,"B6","71","JFK","SLC",-1.00,-33.00,0.00,"",0.00,300.00,282.00,1990.00,,,,,,
2015,5,23,"B6","71","JFK","SLC",-3.00,-11.00,0.00,"",0.00,324.00,296.00,1990.00,,,,,,
2015,5,24,"B6","71","JFK","SLC",-2.00,-43.00,0.00,"",0.00,291.00,265.00,1990.00,,,,,,
2015,5,25,"B6","71","JFK","SLC",-3.00,-16.00,0.00,"",0.00,319.00,281.00,1990.00,,,,,,
2015,5,26,"B6","71","JFK","SLC",-2.00,-11.00,0.00,"",0.00,323.00,277.00,1990.00,,,,,,
2015,5,27,"B6","71","JFK","SLC",24.00,37.00,0.00,"",0.00,345.00,274.00,1990.00,24.00,0.00,13.00,0.00,0.00,
2015,5,28,"B6","71","JFK","SLC",0.00,-33.00,0.00,"",0.00,299.00,269.00,1990.00,,,,,,
2015,5,29,"B6","71","JFK","SLC",-2.00,-19.00,0.00,"",0.00,315.00,280.00,1990.00,,,,,,
2015,5,30,"B6","71","JFK","SLC",-3.00,-17.00,0.00,"",0.00,318.00,265.00,1990.00,,,,,,
2015,5,31,"B6","71","JFK","SLC",109.00,71.00,0.00,"",0.00,294.00,268.00,1990.00,33.00,0.00,38.00,0.00,0.00,
2015,5,1,"B6","72","SLC","JFK",-2.00,-24.00,0.00,"",0.00,246.00,232.00,1990.00,,,,,,
2015,5,2,"B6","72","SLC","JFK",0.00,0.00,0.00,"",0.00,268.00,249.00,1990.00,,,,,,
2015,5,3,"B6","72","SLC","JFK",2.00,4.00,0.00,"",0.00,270.00,244.00,1990.00,,,,,,
2015,5,4,"B6","72","SLC","JFK",29.00,13.00,0.00,"",0.00,252.00,230.00,1990.00,,,,,,
2015,5,1,"B6","183","JFK","MCO",-3.00,-8.00,0.00,"",0.00,171.00,144.00,944.00,,,,,,
2015,5,2,"B6","183","JFK","MCO",10.00,0.00,0.00,"",0.00,166.00,132.00,944.00,,,,,,
2015,5,3,"B6","183","JFK","MCO",-1.00,-21.00,0.00,"",0.00,156.00,125.00,944.00,,,,,,
2015,5,4,"B6","183","JFK","MCO",-5.00,-6.00,0.00,"",0.00,175.00,131.00,944.00,,,,,,
2015,5,5,"B6","183","JFK","MCO",1.00,3.00,0.00,"",0.00,178.00,141.00,944.00,,,,,,
2015,5,6,"B6","183","JFK","MCO",-7.00,-9.00,0.00,"",0.00,174.00,137.00,944.00,,,,,,
2015,5,7,"B6","183","JFK","MCO",3.00,11.00,0.00,"",0.00,184.00,134.00,944.00,,,,,,
2015,5,8,"B6","183","JFK","MCO",65.00,69.00,0.00,"",0.00,180.00,125.00,944.00,20.00,0.00,4.00,0.00,45.00,
2015,5,9,"B6","183","JFK","MCO",-6.00,-24.00,0.00,"",0.00,158.00,121.00,944.00,,,,,,
2015,5,10,"B6","183","JFK","MCO",-3.00,-27.00,0.00,"",0.00,152.00,125.00,944.00,,,,,,
2015,5,11,"B6","183","JFK","MCO",-3.00,-10.00,0.00,"",0.00,169.00,129.00,944.00,,,,,,
2015,5,12,"B6","183","JFK","MCO",0.00,-24.00,0.00,"",0.00,152.00,130.00,944.00,,,,,,
2015,5,13,"B6","183","JFK","MCO",18.00,-9.00,0.00,"",0.00,149.00,129.00,944.00,,,,,,
2015,5,14,"B6","183","JFK","MCO",-4.00,-13.00,0.00,"",0.00,167.00,129.00,944.00,,,,,,
2015,5,15,"B6","183","JFK","MCO",-4.00,-13.00,0.00,"",0.00,167.00,131.00,944.00,,,,,,
2015,5,16,"B6","183","JFK","MCO",-5.00,-19.00,0.00,"",0.00,162.00,126.00,944.00,,,,,,
2015,5,17,"B6","183","JFK","MCO",79.00,55.00,0.00,"",0.00,152.00,127.00,944.00,55.00,0.00,0.00,0.00,0.00,
2015,5,18,"B6","183","JFK","MCO",10.00,16.00,0.00,"",0.00,182.00,127.00,944.00,10.00,0.00,6.00,0.00,0.00,
2015,5,19,"B6","183","JFK","MCO",-8.00,-13.00,0.00,"",0.00,171.00,134.00,944.00,,,,,,
2015,5,20,"B6","183","JFK","MCO",-7.00,-26.00,0.00,"",0.00,157.00,132.00,944.00,,,,,,
2015,5,21,"B6","183","JFK","MCO",-3.00,-4.00,0.00,"",0.00,175.00,140.00,944.00,,,,,,
2015,5,22,"B6","183","JFK","MCO",72.00,76.00,0.00,"",0.00,180.00,142.00,944.00,55.00,0.00,4.00,0.00,17.00,
2015,5,23,"B6","183","JFK","MCO",9.00,4.00,0.00,"",0.00,171.00,132.00,944.00,,,,,,
2015,5,24,"B6","183","JFK","MCO",-4.00,-24.00,0.00,"",0.00,156.00,124.00,944.00,,,,,,
2015,5,25,"B6","183","JFK","MCO",-2.00,-16.00,0.00,"",0.00,162.00,123.00,944.00,,,,,,
2015,5,26,"B6","183","JFK","MCO",-3.00,-17.00,0.00,"",0.00,162.00,127.00,944.00,,,,,,
2015,5,27,"B6","183","JFK","MCO",-5.00,-24.00,0.00,"",0.00,157.00,130.00,944.00,,,,,,
2015,5,28,"B6","183","JFK","MCO",-4.00,-20.00,0.00,"",0.00,160.00,132.00,944.00,,,,,,
2015,5,29,"B6","183","JFK","MCO",6.00,-12.00,0.00,"",0.00,158.00,124.00,944.00,,,,,,
2015,5,30,"B6","183","JFK","MCO",-4.00,4.00,0.00,"",0.00,184.00,130.00,944.00,,,,,,
2015,5,31,"B6","183","JFK","MCO",-10.00,-20.00,0.00,"",0.00,166.00,125.00,944.00,,,,,,
2015,5,1,"B6","185","ROC","JFK",-6.00,-6.00,0.00,"",0.00,84.00,63.00,264.00,,,,,,
2015,5,2,"B6","185","ROC","JFK",-3.00,-16.00,0.00,"",0.00,71.00,60.00,264.00,,,,,,
2015,5,3,"B6","185","ROC","JFK",-9.00,-29.00,0.00,"",0.00,64.00,49.00,264.00,,,,,,
2015,5,4,"B6","185","ROC","JFK",-4.00,-10.00,0.00,"",0.00,78.00,63.00,264.00,,,,,,
2015,5,5,"B6","185","ROC","JFK",-6.00,-18.00,0.00,"",0.00,72.00,56.00,264.00,,,,,,
2015,5,6,"B6","185","ROC","JFK",23.00,2.00,0.00,"",0.00,63.00,49.00,264.00,,,,,,
2015,5,7,"B6","185","ROC","JFK",-3.00,-15.00,0.00,"",0.00,72.00,58.00,264.00,,,,,,
2015,5,8,"B6","185","ROC","JFK",69.00,62.00,0.00,"",0.00,77.00,66.00,264.00,0.00,0.00,62.00,0.00,0.00,
2015,5,9,"B6","185","ROC","JFK",-10.00,-10.00,0.00,"",0.00,84.00,73.00,264.00,,,,,,
2015,5,10,"B6","185","ROC","JFK",-7.00,-10.00,0.00,"",0.00,81.00,65.00,264.00,,,,,,
2015,5,11,"B6","185","ROC","JFK",-2.00,-13.00,0.00,"",0.00,73.00,54.00,264.00,,,,,,
2015,5,12,"B6","185","ROC","JFK",0.00,17.00,0.00,"",0.00,101.00,77.00,264.00,0.00,0.00,17.00,0.00,0.00,
2015,5,13,"B6","185","ROC","JFK",-5.00,-15.00,0.00,"",0.00,74.00,61.00,264.00,,,,,,
2015,5,14,"B6","185","ROC","JFK",-3.00,-9.00,0.00,"",0.00,78.00,61.00,264.00,,,,,,
2015,5,15,"B6","185","ROC","JFK",-9.00,-20.00,0.00,"",0.00,73.00,59.00,264.00,,,,,,
2015,5,16,"B6","185","ROC","JFK",-7.00,5.00,0.00,"",0.00,96.00,61.00,264.00,,,,,,
2015,5,17,"B6","185","ROC","JFK",-7.00,-9.00,0.00,"",0.00,82.00,61.00,264.00,,,,,,
2015,5,18,"B6","185","ROC","JFK",14.00,-3.00,0.00,"",0.00,67.00,54.00,264.00,,,,,,
2015,5,19,"B6","185","ROC","JFK",-5.00,-6.00,0.00,"",0.00,83.00,68.00,264.00,,,,,,
2015,5,20,"B6","185","ROC","JFK",-4.00,-17.00,0.00,"",0.00,71.00,47.00,264.00,,,,,,
2015,5,21,"B6","185","ROC","JFK",-8.00,-10.00,0.00,"",0.00,82.00,71.00,264.00,,,,,,
2015,5,22,"B6","185","ROC","JFK",24.00,10.00,0.00,"",0.00,70.00,57.00,264.00,,,,,,
2015,5,23,"B6","185","ROC","JFK",-8.00,-14.00,0.00,"",0.00,78.00,53.00,264.00,,,,,,
2015,5,24,"B6","185","ROC","JFK",-10.00,-36.00,0.00,"",0.00,58.00,46.00,264.00,,,,,,
2015,5,25,"B6","185","ROC","JFK",25.00,3.00,0.00,"",0.00,62.00,50.00,264.00,,,,,,
2015,5,26,"B6","185","ROC","JFK",-8.00,-20.00,0.00,"",0.00,72.00,58.00,264.00,,,,,,
2015,5,27,"B6","185","ROC","JFK",-9.00,-34.00,0.00,"",0.00,59.00,49.00,264.00,,,,,,
2015,5,28,"B6","185","ROC","JFK",-5.00,-22.00,0.00,"",0.00,67.00,51.00,264.00,,,,,,
2015,5,29,"B6","185","ROC","JFK",-10.00,-23.00,0.00,"",0.00,71.00,57.00,264.00,,,,,,
2015,5,30,"B6","185","ROC","JFK",-7.00,-22.00,0.00,"",0.00,69.00,58.00,264.00,,,,,,
2015,5,31,"B6","185","ROC","JFK",-5.00,-17.00,0.00,"",0.00,72.00,59.00,264.00,,,,,,
2015,5,1,"B6","189","JFK","SAN",3.00,-15.00,0.00,"",0.00,348.00,304.00,2446.00,,,,,,
2015,5,2,"B6","189","JFK","SAN",-1.00,-32.00,0.00,"",0.00,335.00,313.00,2446.00,,,,,,
2015,5,3,"B6","189","JFK","SAN",14.00,-14.00,0.00,"",0.00,338.00,317.00,2446.00,,,,,,
2015,5,4,"B6","189","JFK","SAN",1.00,-22.00,0.00,"",0.00,343.00,313.00,2446.00,,,,,,
2015,5,5,"B6","189","JFK","SAN",-3.00,-46.00,0.00,"",0.00,323.00,305.00,2446.00,,,,,,
2015,5,6,"B6","189","JFK","SAN",0.00,,0.00,"",1.00,,,2446.00,,,,,,
2015,5,7,"B6","189","JFK","SAN",-4.00,-17.00,0.00,"",0.00,353.00,331.00,2446.00,,,,,,
2015,5,8,"B6","189","JFK","SAN",40.00,34.00,0.00,"",0.00,360.00,324.00,2446.00,0.00,0.00,0.00,0.00,34.00,
2015,5,9,"B6","189","JFK","SAN",8.00,11.00,0.00,"",0.00,369.00,334.00,2446.00,,,,,,
2015,5,10,"B6","189","JFK","SAN",-5.00,-31.00,0.00,"",0.00,340.00,318.00,2446.00,,,,,,
2015,5,11,"B6","189","JFK","SAN",11.00,12.00,0.00,"",0.00,367.00,331.00,2446.00,,,,,,
2015,5,12,"B6","189","JFK","SAN",76.00,63.00,0.00,"",0.00,353.00,338.00,2446.00,51.00,0.00,0.00,0.00,12.00,
2015,5,13,"B6","189","JFK","SAN",-5.00,8.00,0.00,"",0.00,379.00,336.00,2446.00,,,,,,
2015,5,14,"B6","189","JFK","SAN",11.00,5.00,0.00,"",0.00,360.00,326.00,2446.00,,,,,,
2015,5,15,"B6","189","JFK","SAN",-2.00,9.00,0.00,"",0.00,377.00,330.00,2446.00,,,,,,
2015,5,16,"B6","189","JFK","SAN",2.00,15.00,0.00,"",0.00,379.00,326.00,2446.00,2.00,0.00,13.00,0.00,0.00,
2015,5,17,"B6","189","JFK","SAN",15.00,11.00,0.00,"",0.00,362.00,336.00,2446.00,,,,,,
2015,5,18,"B6","189","JFK","SAN",-2.00,7.00,0.00,"",0.00,375.00,326.00,2446.00,,,,,,
2015,5,19,"B6","189","JFK","SAN",-2.00,7.00,0.00,"",0.00,375.00,336.00,2446.00,,,,,,
2015,5,20,"B6","189","JFK","SAN",-7.00,3.00,0.00,"",0.00,376.00,337.00,2446.00,,,,,,
2015,5,21,"B6","189","JFK","SAN",-4.00,-6.00,0.00,"",0.00,364.00,338.00,2446.00,,,,,,
2015,5,22,"B6","189","JFK","SAN",2.00,39.00,0.00,"",0.00,403.00,356.00,2446.00,2.00,0.00,37.00,0.00,0.00,
2015,5,23,"B6","189","JFK","SAN",-6.00,-7.00,0.00,"",0.00,365.00,340.00,2446.00,,,,,,
2015,5,24,"B6","189","JFK","SAN",-1.00,-16.00,0.00,"",0.00,351.00,331.00,2446.00,,,,,,
2015,5,25,"B6","189","JFK","SAN",-8.00,-30.00,0.00,"",0.00,344.00,323.00,2446.00,,,,,,
2015,5,26,"B6","189","JFK","SAN",-7.00,-38.00,0.00,"",0.00,335.00,312.00,2446.00,,,,,,
2015,5,27,"B6","189","JFK","SAN",-7.00,-13.00,0.00,"",0.00,360.00,326.00,2446.00,,,,,,
2015,5,28,"B6","189","JFK","SAN",-4.00,-23.00,0.00,"",0.00,347.00,329.00,2446.00,,,,,,
2015,5,29,"B6","189","JFK","SAN",-6.00,-6.00,0.00,"",0.00,366.00,336.00,2446.00,,,,,,
2015,5,30,"B6","189","JFK","SAN",-6.00,-35.00,0.00,"",0.00,337.00,309.00,2446.00,,,,,,
2015,5,31,"B6","189","JFK","SAN",-2.00,-25.00,0.00,"",0.00,343.00,311.00,2446.00,,,,,,
2015,5,1,"B6","190","SAN","JFK",-7.00,-18.00,0.00,"",0.00,326.00,304.00,2446.00,,,,,,
2015,5,2,"B6","190","SAN","JFK",-3.00,-24.00,0.00,"",0.00,316.00,302.00,2446.00,,,,,,
2015,5,3,"B6","190","SAN","JFK",-4.00,-30.00,0.00,"",0.00,311.00,298.00,2446.00,,,,,,
2015,5,4,"B6","190","SAN","JFK",-6.00,12.00,0.00,"",0.00,355.00,320.00,2446.00,,,,,,
2015,5,5,"B6","190","SAN","JFK",5.00,-23.00,0.00,"",0.00,309.00,294.00,2446.00,,,,,,
2015,5,6,"B6","190","SAN","JFK",193.00,175.00,0.00,"",0.00,319.00,284.00,2446.00,0.00,0.00,22.00,0.00,153.00,
2015,5,7,"B6","190","SAN","JFK",-1.00,-16.00,0.00,"",0.00,322.00,296.00,2446.00,,,,,,
2015,5,8,"B6","190","SAN","JFK",40.00,-4.00,0.00,"",0.00,293.00,280.00,2446.00,,,,,,
2015,5,9,"B6","190","SAN","JFK",14.00,2.00,0.00,"",0.00,325.00,296.00,2446.00,,,,,,
2015,5,10,"B6","190","SAN","JFK",-5.00,-4.00,0.00,"",0.00,338.00,310.00,2446.00,,,,,,
2015,5,11,"B6","190","SAN","JFK",119.00,134.00,0.00,"",0.00,352.00,315.00,2446.00,0.00,0.00,123.00,0.00,11.00,
2015,5,12,"B6","190","SAN","JFK",61.00,30.00,0.00,"",0.00,306.00,275.00,2446.00,0.00,0.00,0.00,0.00,30.00,
2015,5,13,"B6","190","SAN","JFK",17.00,-28.00,0.00,"",0.00,292.00,275.00,2446.00,,,,,,
2015,5,14,"B6","190","SAN","JFK",8.00,-15.00,0.00,"",0.00,314.00,290.00,2446.00,,,,,,
2015,5,15,"B6","190","SAN","JFK",9.00,-22.00,0.00,"",0.00,306.00,286.00,2446.00,,,,,,
2015,5,16,"B6","190","SAN","JFK",32.00,4.00,0.00,"",0.00,309.00,290.00,2446.00,,,,,,
2015,5,17,"B6","190","SAN","JFK",13.00,-2.00,0.00,"",0.00,322.00,294.00,2446.00,,,,,,
2015,5,18,"B6","190","SAN","JFK",120.00,138.00,0.00,"",0.00,355.00,339.00,2446.00,0.00,0.00,132.00,0.00,6.00,
2015,5,19,"B6","190","SAN","JFK",22.00,-13.00,0.00,"",0.00,302.00,282.00,2446.00,,,,,,
2015,5,20,"B6","190","SAN","JFK",4.00,-37.00,0.00,"",0.00,296.00,268.00,2446.00,,,,,,
2015,5,21,"B6","190","SAN","JFK",-8.00,-35.00,0.00,"",0.00,310.00,275.00,2446.00,,,,,,
2015,5,22,"B6","190","SAN","JFK",127.00,73.00,0.00,"",0.00,283.00,266.00,2446.00,51.00,0.00,0.00,0.00,22.00,
2015,5,23,"B6","190","SAN","JFK",-3.00,-7.00,0.00,"",0.00,333.00,307.00,2446.00,,,,,,
2015,5,24,"B6","190","SAN","JFK",-8.00,-30.00,0.00,"",0.00,315.00,297.00,2446.00,,,,,,
2015,5,25,"B6","190","SAN","JFK",-11.00,-38.00,0.00,"",0.00,310.00,286.00,2446.00,,,,,,
2015,5,26,"B6","190","SAN","JFK",-6.00,-20.00,0.00,"",0.00,323.00,294.00,2446.00,,,,,,
2015,5,27,"B6","190","SAN","JFK",133.00,165.00,0.00,"",0.00,369.00,311.00,2446.00,0.00,0.00,165.00,0.00,0.00,
2015,5,28,"B6","190","SAN","JFK",-9.00,-35.00,0.00,"",0.00,311.00,294.00,2446.00,,,,,,
2015,5,29,"B6","190","SAN","JFK",-4.00,-35.00,0.00,"",0.00,306.00,291.00,2446.00,,,,,,
2015,5,30,"B6","190","SAN","JFK",7.00,39.00,0.00,"",0.00,369.00,342.00,2446.00,0.00,0.00,39.00,0.00,0.00,
2015,5,31,"B6","190","SAN","JFK",113.00,168.00,0.00,"",0.00,392.00,350.00,2446.00,0.00,0.00,168.00,0.00,0.00,
2015,5,1,"B6","198","MCO","LGA",-3.00,-12.00,0.00,"",0.00,147.00,119.00,950.00,,,,,,
2015,5,2,"B6","198","MCO","LGA",-7.00,-16.00,0.00,"",0.00,147.00,125.00,950.00,,,,,,
2015,5,3,"B6","198","MCO","LGA",-9.00,10.00,0.00,"",0.00,175.00,133.00,950.00,,,,,,
