HEALTHCARE MANAGEMENT,PROVIDENCE HEALTH & SERVICES,H2100
engineer,Elkay,Y4000
ENGINEERING MANAGER,THE HERSHEY COMPANY,G2200
CEO,Innovative Biotherapies,H4500
FINANCE,HOLY CROSS HOSPITAL,H2100
Office Manager,"Direct Surplus Sales, Inc.",Y4000
BERKELEY PEDIATRIC MEDICAL GROUP //,,H1100
President & Coo,Vacations To Go,Y4000
VP GOVERNMENTT RE,SHELL OIL COMPANY,E1110
ATTORNEY,JACK LAWTON INC.,A3000
Special Assistant,U.S. Dept. of Energy,X3000
PROGRAM DIR,ATLANTIC PHILANTHROPIES,Z9500
Insurance/Financial Plan,Benet Financial Services,F0000
CO-CEO,CERTUS BANK,Y4000
J A GREEN PLUMBING,,B3400
ARC INVESTMENT/CEO/FOUNDER,,F2100
RUSHTON STEAKLEY & JOHNSTON,,K1000
Finance,Emerging Capital Partners,F0000
MANAGER,ROANE COUNTY INDUSTRIAL PARK,Y4000
Dentist,Self-employed,J5100
ATTORNEY,"KOHN, SWIFT, AND GRAF",J7300
SENIOR V.P. GOVERNME,"CONSUMER'S ENERGY",E1620
SPA OWNER,DREAM SPA,Z9500
PHYSICIAN/PROFESSOR,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,H5150
CHICAGO CARBIN PLNT,,Y4000
DIR. INTERNATIONAL PROGRAMMER,USDA,X3000
CHIEF FINANCIAL OFFICER,ASCENSION INSURANCE,F3100
CHAIRMAN,BOYD GAMING,G6500
"UROLOGIST, M.D.",,H1100
PRODUCER,"KELLEY PRODUCTIONS, INC.",Y4000
AUTOMATIONS,,Y4000
SENIOR VP PACIFIC,ALEXANDRA & BALDWIN,Y4000
owner,Herschend Family Entnmt,G6100
RANCHING / INVESTMENT,SELF-EMPLOYED,A3000
REAL ESTATE,HOOTON & ASSOCIATES,F4000
FACIAL PLASTIC SURGE,VISERAGE,J2100
COLUMBIA CELLUL,,C4300
President,First CIty Bank,F1000
THE SHERMAN HOUSE,,T9100
PRODUCT MARKETING MANAGER,SAVI TECHNOLOGY,C5120
Consultant,Sheehan Associates,Y4000
VA FARM BUREAU MUTUAL INS CO,,J1100
Senior Program Offic,Tides,J7400
partner,Covington & Burling,K2000
Respiratory Therapist,Community Memorioal Hosp,J1200
OWNER,TAOS INN,T9100
CARROLL DENTAL CLINIC,,H1400
SPECIAL ASS,CENTER FOR A. FREE CUBA,Y4000
Beha,,Y4000
MOORE ORCHARDS INC,,A1400
"DIRECTOR, FEDERAL GOVERNMENT RELATIONS",PUGET SOUND ENERGY,E1620
Group Manager - Transportation,"GAI Consultants, Inc",Y4000
IT Consultant,Sobot Corp,Y4000
OWNER,R & C & ASSOCIATES,Y4000
CEO,"LEAP WIRELESS INT'L., INC.",C4300
Real Estate Investor,Self Employed,Y4000
BANKER,First Merchants Bank,F1000
Real Estate Broker,"The Brokerage Realty, Owner",F4200
M K I SECURITIES,,F2100
VALLEY COMMUNITY HOSPITAL,,H0000
Owner,Armand corporation,Y4000
CEO,MagiQ Technologies,J1100
Personal Trainer,Club One,Y4000
ATTORNEY AT LAW,"PARSEKIAN & SOLOMON, P.C.",K1000
Contractor,Keith Properties,B1500
Residential Remodele,Self,G0000
HAYS LEASING CO,,Y4000
volunteer,N/A,X1200
"CHAIRMAN, C.E.O.",INVACARE,H4100
COMMUNICATIONS,VESTAS,E1500
Chairman,IBM Corporation,C5100
Executive,Seismic Ventures,E1120
Investments,Residential Capital Corp.,F0000
CEO,PROFESSIONAL POLISH,Y4000
ANALYTICAL SURVEYS,,Y4000
WAKEFERN FOOD CORPORATION,,G2000
REGISTERED NR,CAP ROGIEN MED CENTER,Y4000
LEVINE AND POOR,,Y4000
WESTERN BUILDING MATERIAL ASSN,,B5000
"Executive Vice President, Chief Legal",Nationwide,F3100
Health Care,S.Y. Liu M.D.P.A.,Y4000
EXEC MGMNT ASSOC,,G0000
GENERAL MANAGER,THE BRADBURN CO INC.,Y4000
TEACHER,THE BLAKE SCHOOL,X3500
SOUTHEAST PAPER NEWSPRINT,,A5200
Financial Advisor,Ameriprise Financial,F5000
HEALTH PARTNERS INC./ CHRISTA/NURSE,,H0000
Owner,Custom Travel,T9400
President,Product Service & Manufacturing Corpor,Y4000
BUSINESS,ATTORNEY,Z9500
CONSULTANT,YOUNG ENTERPRISES,Y4000
PRESIDENT,CHUCK COLVIN AUTO CENTER,T2300
GRAFF CALIFORNIA WEAR,,M3100
Chairman,Gill Group,Y4000
ATTORNEY,BROOKS KOCH & SORG,Y4000
GREEN AND UTTER,,K1000
PRESIDENT,KEM KREST,Y4000
PEDI,"CINCINNATI CHILDREN'S HOSPITAL",H2100
CONTRACTING,"BONN-J CONTRACTING, INC. OF FLORIDA",B1000
LANDSCAPE ARCHITECH,REED HILDABRAND,Y4000
OWNER,"KEEP ME HOME, LLC",Y4000
ELECTRICIAN,SELF,Z9500
Owner,Health Care Affiliates Inc.,Y4000
PRESIDENT,"SEAWORLD, LLC",Y4000
THE KROGER CO,,A2000
CAREER ONE,,G5000
Physician,WellPonit,H3700
Deputy Director/El Salvador,Peace Corps,X4000
ATTORNEY,LAW OFC OF ELLEN E. DOUGLASS,K1000
MANAGER/AGENT,SELF-EMPLOYED/MANAGER/AGENT,G0000
exec,State Metal Industries inc,M2200
SMITH WARNEY,,Y4000
OIL & GAS,"MURCO OIL & GAS, LLC",E1100
SOFTWARE SPECIALIST,US SENATE,X3000
C.E.O,HOME FEDERAL BANK,F1000
DISTRICT MANAGER,"BED, BATH & BEYOND",G4600
Executive,Inland Management,Y4000
Pharmacist,"Concord, Inc.",Y4000
HEALTH CARE CONSULTANT,HEALTH SYSTEM ANALYTICS,H0000
VICE PRESIDENT,AT&T CORPORATION/VICE PRESIDENT,C4100
Accountant,Hs. Williams Co.,Y4000
ATTORNEY,"PARSONS, BEHLE, & LATIMER",K1000
Executive Director Founder,The Good Dog Foundation,X4100
STRUCTURAL E,ENGINEERS DESIGN GROUP,B4400
Professor & Nurse Pr,Health Care Partners,H0000
Public Works Director,"Town of Newtown, CT",X3000
BOWLES CONSTRUCTION INC,,B2000
Psychotherapist,"Candice Sherbin Inc, MFT",Y4000
OCCF,,Y4000
Computer Systems Analyst,Vanderbilt,H5100
CEO,Tharoldson Ethanol,Y4000
NON-EMPLOYED,NON-EMPLOYED,Y4000
"Small Business-Wellness, Education",Self employed,Y4000
PRESIDENT,THE LYNCH GROUP,Y4000
Antiques & Design,SELF-EMPLOYED,G4600
INTRADO INC,,C4500
Recruiting/Training,"Gibson, Dunn & Crutcher LLP",K1000
CONSULTANT,"O'NEILL AND ASSOCIATES",K2000
ATTORNEY,HOLLAND,K1000
Executive,"Schroyer, Inc.",T3100
OWNER,THE SWIG G.,F4000
PSYCHIATRIST,KAISER MEDICAL,H0000
DIU. G.M.,FOREST RUN INC.,T8000
HOME HEALTH CARE,MAROLANDO LLC,Y4000
F. M. S. LIGHTING MANAGEMENT SYSTEM,,Y4000
STATISTICAL ANALYTICS,EARLY WARNING SERVICES,Y4000
JOHNSON CO,,Y4000
DIRECTOR,NET COMMUNICATIONS,C4000
Accountant,Mel Varrelman,Y4000
MORTGAGE BANKING,CENTURY MORTGAGE CO.,F4600
OWNER-FISH MARKET,SELF,G0000
FOUNDER,YOUNG WOMEN LEADERSHIP FUND,X4100
Mathematician,Northeastern Univ,Y4000
GEO QUEST INT,P I,Y4000
Assoc.,Neurosurgical Assocs,H1130
Dealer,Cronin Ford,T2300
REGIONAL FORES,NYS DEPT. ENV. CONS.,X3000
ARCHITECT,SET ARCHITECTURE PLLC,B4200
Physician,Associated Dermatologists Inc,H1100
Director of Marketing,Cacade Engineering,B4400
PUBLISHER,AMERICAN,C1100
AIR TRAFIC CONTROLLER,FAA,Y4000
"KEN'S FAIRWAY",,Y4000
DIANA ROSE & ASSOCIATE,,Y4000
PRESIDENT,GROTE INDUSTRIES,Y4000
VP of Operations,Comcast,C2200
Vice President,Sara Michaels,M3300
INTERSTATE COMMERCE COMM,,X3000
IT OPERATIONS M,NATIONAL LIFE GROUP,Y4000
PRESIDENT,MATRIX SETTLEMENT & CLEARANCE SERVICES,Y4000
ENGINEER,FIRMGNICH .,Y4000
Executive,Financial Recovery Services,F0000
CALICO BRANDS INC,,Y4000
Farm,Farm,A1000
PRESIDENT,SOCORRO BANK,F1000
VICE PRESIDE,PARKER AEROSPACE GROUP,J1100
ARCHITECT,EA GLENDENING FAIA ARCHITECTS,B4200
Managing Partner,Cordoba Corp,B4000
BOOK REVIEWER,SELF EMPLOYED,Y4000
MANAGING MEMBER,GODELEINE DE ROSAMEL LLC,Y4000
HOLT CARGO SYSTEMS,,T6200
TAX ACCOUNTANT,SELF,F5100
FAMILY LAW MEDIATO,,K1000
CAFE ROMA,,G2900
REAL ESTATE INVESTME,MBS PROPERTIES,F4000
C.E.O.,"COGHLIN COMPANIES, INC.",Y4000
DVD CONSULTANT,SELF-EMPLOYED,J1200
VICE PRESIDENT - SAL,GARTMORE GROUP,J1100
PHYSICIAN,OAKDALE OB/GYN/PHYSICIAN,H1130
Investor,"Pisces, Inc",F7000
CEO,SEAFREIGHT AGENCIES (USA) INC.,Y4000
MARKETING,INDEPENDENT,Z9500
MEHL & PICKENS ASSO INC,,K2000
VP CORPORATE AFFAIRS,MELE ASSOCIATES INC,C5130
PRES.,RARE ANTIBODY ANTIGEN SUPPLY,H4300
President,Fox International Productions,Y4000
PRESIDENT,HUGHES SOUTH CORP.,E1150
Owner and President,Neworld Health Care Ctr.,Y4000
Physician,"Fred Bloom, MD PA",H1100
Financial Analyst,"SENK WELLER ROHS WILLIAMS, INC.",Y4000
PROFESSOR EMERITA,BYU HAWAII/PROFESSOR EMERITA,H5100
J D WARREN & ASSOC,,Y4000
PRESIDENT,PEACH STATE INSURANCE,Y4000
Farmer-Winery,Self-Employed,G2820
Owner,Baranco Automotive,T2300
Retired,Ca State Univ,H5100
Entrepreneur,Space Adventures,Y4000
RETIRED PHYSICIAN AND HOMEMAKER,,Z9500
Engineer,BRIDGES ELECTRIC INC.,J1100
housewife,family,Y1000
WELDMART,,Y4000
President,Shute Oil,E1190
Electrical Engineer,Oak Ridge National Lab,G5000
Exectutive,HBA of Tennessee,B2000
2nd Gr Tchr,Richland Beanblossom,Y4000
BUSINESS EXEC,SIZLER COMPANIES,Y4000
SLAVE & SLAVE,,Y4000
SAMPSON STEEL,,Y4000
SOFTWARE ENGINEER,INDEEDCOM,C5140
DAMAR NATURAL STONE IMPORTS,,B5100
VP Real Estate Equity,GE Healthcare Financial Services,H2200
TRANS ATLANTIC PICTURES,,Y4000
Videographer,SFP,Y4000
Busniess Owner/Mortg,Platinum Mortgage Sol.,F4600
PHYSICIAN,RRMC,Y4000
Commissioner,Macomb County,J7400
ARCHITECT,SELFEMPLOYED,B4200
LAWYER,NOT EMPLOYED,F3100
"VICE PRESIDENT,","LEHIGH HANSON, INC.",B5100
Library Assistant,King County Library System,X4200
Excutive,Equifax,F5200
NEW CANTON MOTORCARS,,T2310
MBA STUDENT,HARVARD BUSINESS SCHOOL,Z9500
Information Requeste,The Gap,G4100
YNA PRODUCTION & DIST CO,,Y4000
Public Relations/mom,Self employed,G5210
ROOFING CONTRACT,DENCHFIELD ROOFING,B3000
Manager,Safelite Glass Corporation,M7200
Travel Agent,KC Stars Travel Agency,Y4000
"Henriott Group, Inc.",,Y4000
BEAN SALESMAN,LAKE DISTRIBUTING/BEAN SALESMAN,Y4000
PRINCIPAL,HILL STREET CONSULTING LLC,Y4000
MERRILL LYNCH INTERFUNDING INC,,F2100
MCLAUGHLIN & MORAN INC.,,G2850
ELEMENTARY SCHOOL COUNSELOR,DALLAS ISD,X3500
NURSE,NSG HOME CARE,Y4000
PARTNER,WILEY REIN & FIELDING,Z9500
Chief Financial Officer,"Innov-X Systems, Inc",Y4000
Atty,JJ Trevino Law Firm,K1000
Bus Analyst,Morgan Chase,Y4000
attorney,Wildmere Harrold,K1000
PRESI,W. G. YATES & SONS CONST. CO.,B1500
"OVERLAND, BORENSTEIN, SCHEPER & KIM",,K1000
Investments,Maverick Capital,F2700
University Administrator,Wentworth Institute Of T,Y4000
C.E.O.,Medical Park Hospital,H2100
Realtor,Austin Realty,F4200
ATTORNEY,"TROUTMAN, SANDERS",K1000
DIRECTOR,INTERNATIONAL POETRY FORUM,Y4000
Software Engineer,"Apple, Inc",J9000
KNIGHT TALLMAN VONTOL L L,,Y4000
OWNER,WEST HILLS GREENHOUSES INC.,Y4000
Owner,James Plaster Realtor,F4200
HOGG ROBINSON OF MICHIGAN INC,,Y4000
LANDMARK PARTNERS,,F2500
WASH. COUNTY FINANCIAL MANAG. COMPA,,X3000
State Treasurer,State of NC,X3000
SALES MANAGER,UNION ASPHALT INC.,B5100
RETIRED TEACHER,"WASHINGTON STATE TEACHERS' RETIREMENT",Z9500
Attorney,Scarinci & Hollenback,Z9500
"COCOZZA, SHEPARD & WALTON",,F3100
PRESIDEN,"EVERGREEN MANAGEMENT, INC.",F3300
PAPER IND CONSULTAN,,Y4000
CIO,Groupm,Y4000
Attorney,Law Office of Tami Gayikian,K1000
LIMO DRIVER,ONE ROSE LIMO SERVICE,Y4000
FINANCE,PROVIDENCE EQUITY PARTNERS,F2600
CEO,Life Equity LLC,F2100
DEPUTY COMMISSIONER FOR LEGISLATION,SOCIAL SECURITY ADMINISTRATION,X3000
EXECUTIVE,MAYO,Y4000
Insurance,Gmi Na Inc.,J1200
CEO,RHR INFO SERVICES,Y4000
President & CEO,Hope Medical Institute,H5150
Communications Manag,BMJM Harris,Y4000
INSURANCE,LOUITT & TOUCHE,Y4000
PRESIDENT,TALCOTT NETWORKS INC.,Y4000
PSYCHIATRIST,SUNY DOWNSTATE/PSYCHIATRIST,H5150
PARTNERS CLEANING LLC,,Y4000
DIRECTOR OF BUSINES,PROGENY SYSTEMS,C5120
CEO,Pickett Realty Adv.,F4200
Home Repairs,Self employed,G5600
Self Empolyed,"Durnell's RV Sales",Y4000
INSURANCE,BANK CORP.,F1000
PROFESSOR,WASHINGTON AND LEE,Z9500
ADMINISTRATOR,JOHNSON MACHINERY,M2300
"Mgr, Technical Claims",Liberty Mutual,F3400
PEDIATRIC DENTIST,Self,H1400
FACILITY COORDINATOR,THE PRIMARY DAY SCHOOL,J1100
OWNER,FIRSTEX INDUSTRIES INC,Y4000
Physician,PEF Clinic,Y4000
EXECUTIVE,SYMMES Toyota,T2310
TENNISON & ASSOCIATES INC,,Y4000
CHAIRMAN EMER,ELI LILLY AND COMPANY,H4300
US COAST GUARD/COUNSEL/ATTORNEY,,K1000
KUBO GROUP LTD,,Y4000
VP Marketing,"Love's Truck Stops and Country Stores",T3100
IMAGINE ENTERTAINMENT,,C2400
VP/GENERAL MANAGER OF RACING,HOOSIER PARK,G6500
Commerce,Florida Chamber of Commerce,G1100
CONTRACT SPECIALIST,DEPT. OF DEFENSE,X5000
ADMIN.BUSINESS,"LA BAGUETTE, SRL",Y4000
Manager,Dove Island Assn,J1100
COPLEY FRADIN DISTRIBUTORS,,G2850
CEO,GA PROBATION MGMT,Y4000
President,Mahern & Associates,F4200
Personal Investments,Self employed,F7000
TECHNICAL GROUP MANA,DUPONT COMPANY,M1000
Head Football Coach,Bishop Miege High School,Y4000
Librarian,Town of Amherst,X3000
CHAPIN FLEMING MCNITT SHEA & CARTER,,J1100
Lawyer,Cranston & Edwards,K1000
WHITTEN AND DIAMOND,,K1000
Attorney,Rudnick & Wolfe,K1000
MARDOC PROPERTY MANGEMENT,,F4500
MANAGEMENT CONSULTANT,PROMONTORY FINANCIAL GROUP L. L. C.,F5000
BUSINESS EXEC,GEOTECH SYSTEMS CORP.,Y4000
Thomas H Lee Capital LLC,,J1200
LAND AIR BALANCE CO,,Y4000
SALES/OWNER,PEACH STATE LABS INC.,C1000
REAL ESTATE,THE BRANDT ORGANIZATION,F4000
GOVE,"MEHLMAN, VOGEL AND CASTEGNETTI",K2000
PRESIDENT,JOHN B HULL INC,Y4000
"BLACK, HANAFORT ET AL",,K2000
REALTOR,CHEROKEE INVESTMENTS INC.,F4200
OWNER,DIMENSIONS,Y4000
SENIOR VICE PRESIDENT,FIRST SOUTH FARM CREDIT,Y4000
Attorney,Ransmeier & Spellman,J1200
MANAGER P,HAINES & KIBBLEHOUSE INC.,B5100
professor,University of Louisville,H5100
PRESIDENT,IN MOCEAN GROUP,Y4000
doctor,SELF,H1100
FUCHS CUTHRELL & CO,,G5270
PAULY MOTORS,,T2310
UPPER MANAGEM,"CANTISANO FOODS, INC.",Y4000
PARALEGAL,"DORSEY & BALABAN, L.L.P.",Y4000
VP TRANSPORTATION,TRANSPORTATION,T5100
ACCOUNTANT,LA ROSA AND ASSOCIATES,Y4000
POLICY IMPACT COMMUNICATIONS,,Y4000
INFO REQUESTED,Parkside Place Villas Pontiac Inc.,T2300
GREENSPRING RACQUET CLUB,,G6100
ACKERLEY COMMUNICATION,,Y4000
Sales Real Estate,Told Partners,F4000
ATTORNEY,DETROIT EDISON,E1620
RETIRED,"RETIRED FED. GOV'T",X1200
ENGINEER,SOUTHERN COAL HANDLING U.S.A. L.L.C.,E1210
GENERAL MANAGER,"LONNIE'S INC/GENERAL MANAGER",Y4000
ATTORNEY,SACKS & SACKS,K1000
ONE GREENWOOD SQUARE,,B2000
Poiuyttrrewe,Qwertyuio,Y4000
CALCOMP,,C5100
Vice President,Gohmann Asphalt / Construction,B5100
President & CEO,DDSD,F3200
LECTURER ON LAW,HARVARD LAW SCHOOL,H5100
T & G EXCAVATING,,Y4000
PC Cocord Ast.,Brookings Municipal Utilities,E1620
CEO,"Hospital Kleen of Texas, Inc.",H2100
VANN JERNIGAN FLORIST,,A8000
RANDOLPH FAY CO,,Y4000
GOVERNMENT CONSU,BARRETO CUNNINGHAM,Y4000
PRINCIPAL,IMAGO DIGITAL COMMUNICATIONS,Y4000
Information Requeste,Ducker Research Co.,J1100
CEO,OHIO ASSOCIATION OF REALTORS,Z9500
KORLESKI ENTERPRISES,,Y4000
Physician,Cindy Kallman,Y4000
IXTLAN,,C2400
Mediator,Burdin Mediation,Y4000
Attorney,Batterfield Schcheter LLP,Y4000
Emergency Physician,"Thomas H Barrows, MD, FACEP",H1100
Not-Employed,None,X4100
MD - Reg Exp Business Strategy,UNITED AIRLINES,T1100
ADVERTISING,OGILVY WORLDWIDE,Y4000
Admin Ass,Wachovia,F1100
PRESIDENT,GMA,J7400
CEO,COMPLETE MILLWORK SERVICES,Y4000
CERTIFIED PUBLIC ACCOUNTANT,HUTCHINSON & BLOODGOOD LLP,Y4000
ASSOCIATED PROFESSOR,ILLINOIS STATE UNIVERSITY/ASSOCIATE,H5100
ESTRELLA INSURANCE/EXECUTIVE/EXECUT,,F3000
BROWNSTEIN ZEIDMAN SCHOMER,,K2000
Physician,Sinkler Miller Medical Assoc,H1100
CITIZENS BANK OF WASHINGTON,,F1100
SENIOR PARTNER,CLARK & WEINSTOCK,K2100
GEN CON,WADE ENTERPRISE & ASSOC INC,Y4000
CEO,FAMILY AND WORKFORCE CENTERS OF AMERIC,Y4000
"WALKER'S DEVELOPMENT CORPORATION",,Y4000
Business,NOVA Biomedical,J1100
President,B & B Hardware Inc,M5100
PRESIDENT,BELL ATLANTIC,C4100
ATTORNEY,BLANK LAW & TECHNOLOGY P.S.,Y4000
,UNIV OF MASS MEMORIAL MED CTR ANES,H1130
Consultant,Intellicrest Inc (self),Z9500
President/Banker,State Bank and Trust,F1100
VENUTURE CAPITALIST,,F2500
FIRST AMERICAN LOSS MANAGEMENT,,Y4000
STUDENT,SOUTHERN METHODIST UNIVERSITY,H5100
Psychologist,"Lemon, Licavoli & Associates",Y4000
Psychologist/Busines,Self-Employed,G0000
Optical Engineer,Self,J1200
producer  administra,university of creation spirit,Y4000
President,The Insurance Center,F3100
MC KEOWN & FITZGERALD,,Y4000
BLOCK TRADING,,F2100
EXECU,CENTER FOR EDUCATION IMAGINAT,JE300
CLARK,,Y4000
Dir Government Affairs1002217,"PPG Industries, Inc",M1600
DYNEGY MIDSTREAM SERVICES LIMITED P,,E1140
SALES,BIOGEN,Y4000
METFUEL INC,,Y4000
LAFAYETTE GROUP,,Y4000
Owner,"Libby Hill Seafood Restaurants, Inc",G2900
Programmer,Mayo Clinic,H2100
,"BROWNSTEIN, HYATT, FISHER, SCHRECK",K2000
Principal,Kandiyohi Development Partners LLC,Y4000
Senior Executive VP,The Bank of New York,F1100
Managing Partner,"mRelevance, LLC",B2000
ENGINEER,BOEING COMPANY-LB,D2000
PRESIDENT,MELAMED & EARP,Y4000
lawyer,us govt,X3000
GASTER LUMBER CO,,A5000
Government Relations,"The Corydon Group, LLC",Y4000
CEO,"Melavia, Inc.",H4300
CONTRA,SOUTHWEST FINANCIAL SERVICES,F0000
Senior Vice Presiden,Textron,T1200
FINANCIAL PLANNER,BAYSTATE FINANCIAL SERVICE,F0000
CORNELIUS KING & SON INC,,F4200
Chairman,Petco,M4000
INFORMATION REQUESTE,ELECTROLINE WHOLESALE ELEC,Y4000
BRASWELL FOOD COMPANY,,Y4000
ENGINEER,AZUTA,Y4000
GUERNSEY COUNTY COMMON PLEAS COURT,,X3200
GEOLOGIST,,E4200
BAY AREA REPORT,,C1100
SIGNATURE INDUSTRIES,,M4100
Grape grower,Eureka Info Services,J1200
PRESIDENT,SCARBOROUGH GROUP,Y4000
PETROLEUM MARKETER,WASHINGTON OIL MARKETERS ASSN.,E1170
small building owner,self-employed,G0000
NEIGHBOR-TO-NEIGHBOR,,Y4000
SMALL BUSINESS OWNER,SELF-EMPLOYED,JE300
HRN INSURANCE,,F3100
PHYSICIAN,THE WATERGATE & BURKE ALLERGY & ASTHMA,Y4000
DISTRICT JUDGE,STATE OF ALABAMA,X3000
CEO,RURAL KING,A4000
Director Of Marketing,T T I Inc,C5000
BUILDER,SIGNATURE HOMES,B2000
MATHANOL INST,,Y4000
Beer Distributor,"The Best Of Beers, LLC",G2850
PHYSICIAN,"Sexton Michael, MD",H1100
CONGRESS GROUP PROPERTIES,,F4500
Physician,Wyandotte Physicians IPA,H1100
Media Coordinator,Union County College,H5100
FAMILY MEDICINE PHYSICIAN,SELF-EMPLOYED,H1100
CAROLINA TRACTOR CO,,B6000
SALES,PACIFIC INSPECTION COMPANY,Y4000
CLERK OF COURTS,SUMMIT COUNTY,X3000
SOFTWARE DESIGNER,CHICAGO MERCANTILE EXCHANGE,F2200
Cfo,Dai,G5200
COMMISSIONER,CONSUMER PRODUCT SAFETY COMMISSION,X3000
Director Government,Apollo Group Inc,H5100
REAL ESTATE,DRUMMOND REAL ESTATE,F4000
investment managemen,"advisory research, inc",J1200
FINANCE,SIX POINT PARTNERS,F7000
STERLING MANAGEMENT,,F4500
MOMENTUM SECURITIES,,F2100
EDENSPACE SYSTEMS CORP,,Y4000
SELF,"VARISCHETTI AND SONS, INC",F4300
STAFF A,CONGRESSMAN ROBERT ADERHOLT,X3000
BESHEAR/ABRAMSON 2011/DEPUTY FINANC,,Y4000
OWNER,"PATRICK K. WILLIS COMPANY, INC",Y4000
PUBLISHER,POINTED LEAD PRESS,Y4000
CPA,PROFESSIOANL EDUCATION SERVICES,H5000
CONSULTAN,PUBLIC SECTOR CONSULTANTS,Y4000
ATTORNEY AT LAW,ULMER & BERNE LLP,K1000
MANAGER,KNF & T,Y4000
Asset Allocator,Self employed,Y4000
LAWYER,LAW OFFICE OF BEN MORGAN,K1000
Partner,"Silver State Helicopters, LLC",Y4000
HALLEN CONSTRUCTION CORP,,B1500
FINANCIAL SERVICE,LAFFER ASSOCIATES,F2100
PRESIDENT,ISLAND LINCOLN,T2300
INVESTOR,DAY & SAM INC.,Y4000
OWNER,WINDSOR JEWLERS,Y4000
COMMERCIAL REAL ESTATE,CB RICHARD ELLIS/ BRADLEY/COMMERCIA,F4000
INSURANCE,"RSUI GROUP, INC.",F3100
Homemaker,Self-employed,K2100
LEAD,AHOLD,Y4000
PARK NICOLLET CLINIC,,H2000
Education,North Rockland School Di,X3500
LEON E WINTERMYER INC,,Y4000
VICE P,WESTERN & SOUTHERN LIFE INS.,F3100
MANAGEMENT,GLOBALCOM,Y4000
President,Sullivan Management,Y4000
Consult,Robinson Communications Inc,Y4000
Philanthropist,N/A,J7600
P R COUNSELOR,EISBRENNER PUBLIC RELATIONS,G5210
Cardoiologist Ummson,UNM SOM,Y4000
Vice President,XM Satellite Radio,C2100
Retailer,"Nanz & Kraft Florist, Inc",A8000
MANAGER,AMERCABLE,Y4000
ATTORNEY,"ANGOTTI & STRAFACE, L.C.",K1000
Owner,Mandus Group/ Spirit Partners,Y4000
BANKER,AKIN BAY COMPANY,Y4000
PRESIDENT-OUTPATIENT DIVISION,SELECT MEDICAL HOLDINGS CORPORATION,H2000
COL FALLS ALUMINUM,,M2250
President,Dave Mungenast Automotive,Y4000
Software Engineer,Wyle Laboratories,Y4000
Legal Assistant,"Heard,Robins,Cloud,Lubel,& Gre",K1000
ENGINEER,CARISON ENGINEERING,B4400
Kearney & Gleason,Attorney,K1000
OWNER,RAVELIN,Y4000
DENNIS MUCHMORE & ASSOCIATES,,K2000
NSC CONSULTANTS,,G5200
PHYSICIAN,SHADY GROVE ADVENTIST HOSPITAL,H2100
TEXTILES,BALLY RIBBON MILLS,M8000
President,"What's Working",Y4000
KLUK CONSULTANTS,,Y4000
Educator,ISA,Y4000
CHAIRMAN OF THE BOARD,VORNADO REALTY TRUST,F4200
Attorney,"Medimmune, Inc.",H4300
GEN Manager,World Hotel,T9100
SC BANKERS ASSOCIATION,,F1100
MT VERNON INVEST,,F4000
PRESIDENT,"CIRQUE PROPERTY, LC",F4000
PRESIDENT,VITAL VOICE,Y4000
Chef,Divine Country Cafe LLC,G2900
Chief Executive Offi,Cnl. Hospitality Corp.,F4100
Business Owner,"Whitco, Inc",Y4000
alumni activities,Wake Forest University,H5100
General Manager,IPS Internacional LLC,Y4000
DEVELOPER,HALLIE MANAGEMENT,Y4000
CONSULTANT,CANE BAY PARTNERS,F1400
LAWYER,COHEN GARELICK & GLAZIER/LAWYER,K1000
Accountant,Cardinal Health,J1200
VP & Senior Portfoli,Fort Washinton Investment Adv.,F3100
OWNER,NORTON ENERGY DRILLING,Y4000
Whitmer & Worrall,,K2000
ASTHMA ALLERGY PULM ASSOC,,H1130
IT VICE PRESIDEN,EXELON CORPORATION,E1600
Bank President,Peoples Bank,F1000
CEO,Cape Air,J1200
FLAMM BOROFF AND BACINE,,K1000
President,First Health Card Associatio,Y4000
COMMIS,DEPT. OF CHILDREN & FAMILIES,Y4000
INVESTMENT CONSULTANT,CANTERBURY CONSULTING/INVESTMENT CO,F2000
CHAIRMAN,HARTMAN & ASSOCIATES INC.,F7000
Univ Prof / Admin,John Hopkins Univ,H5100
President,Parangsae Corp,Y4000
Attorney,State Farm Mutual,Y4000
PUBLIC AFFAIRS,DIR,K1100
ATTORNEY,MASON & MUSELLA,K1000
ECONOMIST,CENTER ON BUDGET AND POLICY PRIORITIES,Z9500
ROMARC SERVICES INC,,Y4000
Commodities Trader,CMS Holdings,F2200
Chief Executive Officer,Capital Financial Group,F0000
USED AUTO DEALER &,EASY AUTO CREDIT,T2300
SULPHUR HIGH SCHOOL,,X3500
Vice President,"James Craft & Son, Inc",B0500
President/Owner,"Federal Solutions, LLC",G0000
CEO,NACCO,M2300
DIV VP & DIREC,CORNING INCORPORATED,C4000
EXECUTIVE,EMERSON,Z9500
MANAGING DIRECTOR,"SUMMIT ENERGY GROUP, LTD",E1600
CASTING DIRECTOR,"ESTABLISHMENT CASTING, INC",Y4000
IN,CREDIT SUISSE FIRST BOSTON CORP.,F2100
PHYSICIAN,"FRESNO WOMEN'S MEDICAL GROUP",H1130
"SAMS, DONATO, SPIER & HASTINGS",,
GRUPE CO,,F4100
