Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
36.0	51.0	3.0	4.0	6.0	public-religion-research-institute-the-atlantic-26263	Public Religion Research Institute/The Atlantic	2016-10-12	2016-10-17		Likely Voters	692	4.4	Live Phone	Nonpartisan	None
46.0	51.0		4.0		upi-cvoter-26272	UPI/CVOTER	2016-10-11	2016-10-17		Likely Voters	1326		Internet	Nonpartisan	None
38.0	43.0	7.0	2.0	10.0	lucid-the-times-picayune-26473	Lucid/The Times-Picayune	2016-10-14	2016-10-16		Likely Voters	546		Internet	Nonpartisan	None
38.0	50.0	5.0	3.0	3.0	monmouth-university-26206	Monmouth University	2016-10-14	2016-10-16	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	726	3.6	Live Phone	Nonpartisan	None
41.0	53.0		3.0	3.0	monmouth-university-26206	Monmouth University	2016-10-14	2016-10-16		Likely Voters	726	3.6	Live Phone	Nonpartisan	None
40.0	51.0		5.0	5.0	cbs-26221	CBS	2016-10-12	2016-10-16		Likely Voters	1189	3.0	Live Phone	Nonpartisan	None
5.0	92.0		1.0	2.0	cbs-26221	CBS	2016-10-12	2016-10-16		Likely Voters - Democrat	282		Live Phone	Nonpartisan	None
81.0	9.0		5.0	6.0	cbs-26221	CBS	2016-10-12	2016-10-16		Likely Voters - Republican	254		Live Phone	Nonpartisan	None
39.0	45.0		8.0	7.0	cbs-26221	CBS	2016-10-12	2016-10-16		Likely Voters - independent	242		Live Phone	Nonpartisan	None
38.0	47.0	8.0	5.0	3.0	cbs-26221	CBS	2016-10-12	2016-10-16		Likely Voters	1189	3.0	Live Phone	Nonpartisan	None
5.0	89.0	3.0	3.0	0.0	cbs-26221	CBS	2016-10-12	2016-10-16		Likely Voters - Democrat	282		Live Phone	Nonpartisan	None
77.0	8.0	9.0	3.0	4.0	cbs-26221	CBS	2016-10-12	2016-10-16		Likely Voters - Republican	254		Live Phone	Nonpartisan	None
36.0	38.0	13.0	9.0	3.0	cbs-26221	CBS	2016-10-12	2016-10-16		Likely Voters - independent	242		Live Phone	Nonpartisan	None
41.0	43.0	5.0	5.0	6.0	rasmussen-26195	Rasmussen	2016-10-12	2016-10-16	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
16.0	78.0	3.0	0.0	2.0	rasmussen-26195	Rasmussen	2016-10-12	2016-10-16	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Democrat			IVR/Online	Nonpartisan	None
74.0	10.0	5.0	7.0	4.0	rasmussen-26195	Rasmussen	2016-10-12	2016-10-16	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Republican			IVR/Online	Nonpartisan	None
35.0	34.0	9.0	10.0	13.0	rasmussen-26195	Rasmussen	2016-10-12	2016-10-16	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
43.0	51.0			6.0	nbc-surveymonkey-26229	NBC/SurveyMonkey	2016-10-10	2016-10-16	If the 2016 presidential election were being held today among the following candidates, for whom would you vote?	Likely Voters	24804	1.0	Internet	Nonpartisan	None
40.0	46.0	8.0	4.0	2.0	nbc-surveymonkey-26229	NBC/SurveyMonkey	2016-10-10	2016-10-16	If the 2016 presidential election were being held today among the following candidates for whom would you vote?	Likely Voters	24804	1.0	Internet	Nonpartisan	None
46.0	50.0		4.0		upi-cvoter-26200	UPI/CVOTER	2016-10-10	2016-10-16		Likely Voters	1325		Internet	Nonpartisan	None
37.0	45.0	7.0	2.0	9.0	lucid-the-times-picayune-26472	Lucid/The Times-Picayune	2016-10-13	2016-10-15		Likely Voters	547		Internet	Nonpartisan	None
41.0	46.0			14.0	politico-morning-consult-26194	Politico/Morning Consult	2016-10-13	2016-10-15		Likely Voters	1737	2.0	Internet	Nonpartisan	None
8.0	84.0			9.0	politico-morning-consult-26194	Politico/Morning Consult	2016-10-13	2016-10-15		Likely Voters - Democrat	676		Internet	Nonpartisan	None
82.0	8.0			10.0	politico-morning-consult-26194	Politico/Morning Consult	2016-10-13	2016-10-15		Likely Voters - Republican	566		Internet	Nonpartisan	None
39.0	37.0			24.0	politico-morning-consult-26194	Politico/Morning Consult	2016-10-13	2016-10-15		Likely Voters - independent	495		Internet	Nonpartisan	None
36.0	42.0	10.0	3.0	9.0	politico-morning-consult-26194	Politico/Morning Consult	2016-10-13	2016-10-15		Likely Voters	1737	2.0	Internet	Nonpartisan	None
6.0	81.0	6.0	3.0	4.0	politico-morning-consult-26194	Politico/Morning Consult	2016-10-13	2016-10-15		Likely Voters - Democrat	676		Internet	Nonpartisan	None
78.0	6.0	9.0	1.0	7.0	politico-morning-consult-26194	Politico/Morning Consult	2016-10-13	2016-10-15		Likely Voters - Republican	566		Internet	Nonpartisan	None
30.0	30.0	19.0	6.0	16.0	politico-morning-consult-26194	Politico/Morning Consult	2016-10-13	2016-10-15		Likely Voters - independent	495		Internet	Nonpartisan	None
45.0	51.0		4.0		upi-cvoter-26199	UPI/CVOTER	2016-10-09	2016-10-15		Likely Voters	1386		Internet	Nonpartisan	None
37.0	45.0	7.0	2.0	10.0	lucid-the-times-picayune-26471	Lucid/The Times-Picayune	2016-10-12	2016-10-14		Likely Voters	547		Internet	Nonpartisan	None
36.0	46.0	5.0	2.0	11.0	surveyusa-boston-globe-colby-college-26270	SurveyUSA/Boston Globe/Colby College	2016-10-11	2016-10-14		Likely Voters	845	3.4	IVR/Online	Nonpartisan	None
5.0	88.0	0.0	1.0	5.0	surveyusa-boston-globe-colby-college-26270	SurveyUSA/Boston Globe/Colby College	2016-10-11	2016-10-14		Likely Voters - Democrat			IVR/Online	Nonpartisan	None
75.0	13.0	2.0	1.0	9.0	surveyusa-boston-globe-colby-college-26270	SurveyUSA/Boston Globe/Colby College	2016-10-11	2016-10-14		Likely Voters - Republican			IVR/Online	Nonpartisan	None
34.0	34.0	12.0	4.0	16.0	surveyusa-boston-globe-colby-college-26270	SurveyUSA/Boston Globe/Colby College	2016-10-11	2016-10-14		Likely Voters - independent			IVR/Online	Nonpartisan	None
45.0	51.0		4.0		upi-cvoter-26198	UPI/CVOTER	2016-10-08	2016-10-14		Likely Voters	1448		Internet	Nonpartisan	None
36.0	45.0	6.0	2.0	10.0	lucid-the-times-picayune-26470	Lucid/The Times-Picayune	2016-10-11	2016-10-13		Likely Voters	553		Internet	Nonpartisan	None
43.0	41.0	6.0	6.0	5.0	rasmussen-26173	Rasmussen	2016-10-11	2016-10-13	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
16.0	76.0	3.0	3.0	2.0	rasmussen-26173	Rasmussen	2016-10-11	2016-10-13	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Democrat			IVR/Online	Nonpartisan	None
77.0	9.0	4.0	6.0	5.0	rasmussen-26173	Rasmussen	2016-10-11	2016-10-13	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Republican			IVR/Online	Nonpartisan	None
38.0	32.0	11.0	8.0	10.0	rasmussen-26173	Rasmussen	2016-10-11	2016-10-13	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
37.0	48.0	7.0	5.0	3.0	nbc-wsj-26190	NBC/WSJ	2016-10-10	2016-10-13	If the next election for president were held today, with Donald Trump as the Republican candidate, Hillary Clinton as the Democratic candidate, Gary Johnson the Libertarian candidate, and Jill Stein the Green Party candidate for whom would you vote?	Likely Voters	905	3.26	Live Phone	Nonpartisan	None
41.0	51.0		3.0	5.0	nbc-wsj-26190	NBC/WSJ	2016-10-10	2016-10-13	And, if the election for president were held today, with only Donald Trump and Mike Pence as the Republican candidates, and Hillary Clinton and Tim Kaine as the Democratic candidates, for whom would you vote?	Likely Voters	905	3.26	Live Phone	Nonpartisan	None
43.0	47.0	5.0	2.0	3.0	abc-post-26184	ABC/Post	2016-10-10	2016-10-13		Likely Voters	740	4.0	Live Phone	Nonpartisan	None
46.0	50.0		2.0	2.0	abc-post-26184	ABC/Post	2016-10-10	2016-10-13		Likely Voters	740	4.0	Live Phone	Nonpartisan	None
39.0	47.0	7.0	2.0	4.0	gwu-battleground-26193	GWU/Battleground	2016-10-08	2016-10-13		Likely Voters	1000	3.1	Live Phone	Nonpartisan	None
5.0	87.0	3.0	2.0	2.0	gwu-battleground-26193	GWU/Battleground	2016-10-08	2016-10-13		Likely Voters - Democrat	440		Live Phone	Nonpartisan	None
81.0	7.0	9.0	0.0	3.0	gwu-battleground-26193	GWU/Battleground	2016-10-08	2016-10-13		Likely Voters - Republican	400		Live Phone	Nonpartisan	None
31.0	33.0	16.0	7.0	13.0	gwu-battleground-26193	GWU/Battleground	2016-10-08	2016-10-13		Likely Voters - independent	160		Live Phone	Nonpartisan	None
45.0	50.0		4.0		upi-cvoter-26181	UPI/CVOTER	2016-10-07	2016-10-13		Likely Voters	1482		Internet	Nonpartisan	None
36.0	44.0	7.0	2.0	11.0	lucid-the-times-picayune-26469	Lucid/The Times-Picayune	2016-10-10	2016-10-12		Likely Voters	542		Internet	Nonpartisan	None
38.0	45.0	7.0	4.0	6.0	fox-26165	FOX	2016-10-10	2016-10-12		Likely Voters	917	3.0	Live Phone	Nonpartisan	None
5.0	81.0	6.0	3.0	4.0	fox-26165	FOX	2016-10-10	2016-10-12		Likely Voters - Democrat		5.0	Live Phone	Nonpartisan	None
80.0	6.0	7.0	1.0	6.0	fox-26165	FOX	2016-10-10	2016-10-12		Likely Voters - Republican		5.0	Live Phone	Nonpartisan	None
35.0	35.0	9.0	13.0	9.0	fox-26165	FOX	2016-10-10	2016-10-12		Likely Voters - independent		7.0	Live Phone	Nonpartisan	None
41.0	49.0		1.0	9.0	fox-26165	FOX	2016-10-10	2016-10-12		Likely Voters	917	3.0	Live Phone	Nonpartisan	None
7.0	85.0		1.0	7.0	fox-26165	FOX	2016-10-10	2016-10-12		Likely Voters - Democrat		5.0	Live Phone	Nonpartisan	None
83.0	9.0		1.0	7.0	fox-26165	FOX	2016-10-10	2016-10-12		Likely Voters - Republican		5.0	Live Phone	Nonpartisan	None
39.0	43.0		5.0	13.0	fox-26165	FOX	2016-10-10	2016-10-12		Likely Voters - independent		7.0	Live Phone	Nonpartisan	None
43.0	41.0	6.0	6.0	4.0	rasmussen-26154	Rasmussen	2016-10-10	2016-10-12	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
15.0	76.0	3.0	5.0	2.0	rasmussen-26154	Rasmussen	2016-10-10	2016-10-12	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Democrat			IVR/Online	Nonpartisan	None
75.0	13.0	4.0	4.0	4.0	rasmussen-26154	Rasmussen	2016-10-10	2016-10-12	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Republican			IVR/Online	Nonpartisan	None
42.0	30.0	13.0	8.0	7.0	rasmussen-26154	Rasmussen	2016-10-10	2016-10-12	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
45.0	50.0		5.0		upi-cvoter-26180	UPI/CVOTER	2016-10-06	2016-10-12		Likely Voters	1402		Internet	Nonpartisan	None
37.0	42.0	6.0	5.0	10.0	insights-west-26144	Insights West	2016-10-10	2016-10-11	As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?	Likely Voters	953	3.2	Internet	Nonpartisan	None
5.0	87.0	2.0	0.0	6.0	insights-west-26144	Insights West	2016-10-10	2016-10-11	As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?	Likely Voters - Democrat			Internet	Nonpartisan	None
74.0	8.0	5.0	5.0	8.0	insights-west-26144	Insights West	2016-10-10	2016-10-11	As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?	Likely Voters - Republican			Internet	Nonpartisan	None
31.0	32.0	12.0	10.0	15.0	insights-west-26144	Insights West	2016-10-10	2016-10-11	As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?	Likely Voters - independent			Internet	Nonpartisan	None
37.0	43.0	7.0	3.0	11.0	lucid-the-times-picayune-26467	Lucid/The Times-Picayune	2016-10-09	2016-10-11		Likely Voters	547		Internet	Nonpartisan	None
39.0	43.0	7.0	6.0	5.0	rasmussen-26140	Rasmussen	2016-10-09	2016-10-11	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
11.0	78.0	3.0	5.0	2.0	rasmussen-26140	Rasmussen	2016-10-09	2016-10-11	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Democrat			IVR/Online	Nonpartisan	None
71.0	16.0	5.0	4.0	5.0	rasmussen-26140	Rasmussen	2016-10-09	2016-10-11	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Republican			IVR/Online	Nonpartisan	None
38.0	30.0	15.0	11.0	7.0	rasmussen-26140	Rasmussen	2016-10-09	2016-10-11	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
44.0	50.0		5.0		upi-cvoter-26179	UPI/CVOTER	2016-10-05	2016-10-11		Likely Voters	1367		Internet	Nonpartisan	None
41.0	46.0			13.0	politico-morning-consult-26084	Politico/Morning Consult	2016-10-10	2016-10-10		Likely Voters	1757	3.0	Internet	Nonpartisan	None
9.0	85.0			6.0	politico-morning-consult-26084	Politico/Morning Consult	2016-10-10	2016-10-10		Likely Voters - Democrat	677		Internet	Nonpartisan	None
83.0	9.0			8.0	politico-morning-consult-26084	Politico/Morning Consult	2016-10-10	2016-10-10		Likely Voters - Republican	550		Internet	Nonpartisan	None
38.0	36.0			26.0	politico-morning-consult-26084	Politico/Morning Consult	2016-10-10	2016-10-10		Likely Voters - independent	529		Internet	Nonpartisan	None
37.0	42.0	10.0	3.0	7.0	politico-morning-consult-26084	Politico/Morning Consult	2016-10-10	2016-10-10		Likely Voters	1757	3.0	Internet	Nonpartisan	None
8.0	81.0	4.0	3.0	4.0	politico-morning-consult-26084	Politico/Morning Consult	2016-10-10	2016-10-10		Likely Voters - Democrat	677		Internet	Nonpartisan	None
77.0	7.0	10.0	1.0	5.0	politico-morning-consult-26084	Politico/Morning Consult	2016-10-10	2016-10-10		Likely Voters - Republican	550		Internet	Nonpartisan	None
34.0	29.0	18.0	6.0	14.0	politico-morning-consult-26084	Politico/Morning Consult	2016-10-10	2016-10-10		Likely Voters - independent	529		Internet	Nonpartisan	None
37.0	44.0	7.0	2.0	11.0	lucid-the-times-picayune-26466	Lucid/The Times-Picayune	2016-10-08	2016-10-10		Likely Voters	543		Internet	Nonpartisan	None
37.0	46.0	8.0	6.0	3.0	nbc-wsj-26066	NBC/WSJ	2016-10-08	2016-10-10	If the next election for president were held today, with Donald Trump as the Republican candidate, Hillary Clinton as the Democratic candidate, Gary Johnson the Libertarian candidate, and Jill Stein the Green Party candidate for whom would you vote?	Likely Voters	806	3.45	Live Phone	Nonpartisan	None
40.0	50.0		7.0	3.0	nbc-wsj-26066	NBC/WSJ	2016-10-08	2016-10-10	And, if the election for president were held today, with only Donald Trump and Mike Pence as the Republican candidates, and Hillary Clinton and Tim Kaine as the Democratic candidates, for whom would you vote?	Likely Voters	806	3.45	Live Phone	Nonpartisan	None
37.0	44.0		9.0	10.0	ipsos-reuters-26141	Ipsos/Reuters	2016-10-06	2016-10-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	2363	2.3	Internet	Nonpartisan	None
9.0	79.0		5.0	6.0	ipsos-reuters-26141	Ipsos/Reuters	2016-10-06	2016-10-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
77.0	8.0		9.0	6.0	ipsos-reuters-26141	Ipsos/Reuters	2016-10-06	2016-10-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
32.0	24.0		27.0	17.0	ipsos-reuters-26141	Ipsos/Reuters	2016-10-06	2016-10-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
37.0	44.0	6.0	4.0	9.0	ipsos-reuters-26141	Ipsos/Reuters	2016-10-06	2016-10-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	2363	2.3	Internet	Nonpartisan	None
10.0	79.0	4.0	3.0	4.0	ipsos-reuters-26141	Ipsos/Reuters	2016-10-06	2016-10-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
77.0	8.0	7.0	4.0	6.0	ipsos-reuters-26141	Ipsos/Reuters	2016-10-06	2016-10-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
31.0	23.0	15.0	16.0	15.0	ipsos-reuters-26141	Ipsos/Reuters	2016-10-06	2016-10-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
39.0	44.0	7.0	6.0	4.0	rasmussen-26087	Rasmussen	2016-10-06	2016-10-10	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.4	IVR/Online	Nonpartisan	None
11.0	80.0	4.0	4.0	1.0	rasmussen-26087	Rasmussen	2016-10-06	2016-10-10	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Democrat			IVR/Online	Nonpartisan	None
69.0	17.0	6.0	4.0	4.0	rasmussen-26087	Rasmussen	2016-10-06	2016-10-10	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Republican			IVR/Online	Nonpartisan	None
39.0	29.0	13.0	12.0	7.0	rasmussen-26087	Rasmussen	2016-10-06	2016-10-10	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
44.0	50.0		6.0		upi-cvoter-26092	UPI/CVOTER	2016-10-04	2016-10-10		Likely Voters	1367		Internet	Nonpartisan	None
39.0	46.0	10.0	5.0	0.0	pew-26176	Pew	2016-09-27	2016-10-10		Registered Voters	3616	2.9	Live Phone	Nonpartisan	None
44.0	53.0		1.0	2.0	pew-26176	Pew	2016-09-27	2016-10-10		Registered Voters	3616	2.9	Live Phone	Nonpartisan	None
37.0	45.0	6.0	2.0	10.0	lucid-the-times-picayune-26465	Lucid/The Times-Picayune	2016-10-07	2016-10-09		Likely Voters	546		Internet	Nonpartisan	None
38.0	49.0	2.0	4.0	8.0	public-religion-research-institute-the-atlantic-26086	Public Religion Research Institute/The Atlantic	2016-10-05	2016-10-09		Likely Voters	886	3.9	Live Phone	Nonpartisan	None
38.0	45.0	7.0	5.0	5.0	rasmussen-26021	Rasmussen	2016-10-05	2016-10-09	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
10.0	83.0	3.0	3.0	2.0	rasmussen-26021	Rasmussen	2016-10-05	2016-10-09	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Democrat			IVR/Online	Nonpartisan	None
71.0	16.0	5.0	2.0	5.0	rasmussen-26021	Rasmussen	2016-10-05	2016-10-09	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Republican			IVR/Online	Nonpartisan	None
37.0	31.0	12.0	12.0	8.0	rasmussen-26021	Rasmussen	2016-10-05	2016-10-09	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
44.0	50.0		6.0		upi-cvoter-26076	UPI/CVOTER	2016-10-03	2016-10-09		Likely Voters	1350		Internet	Nonpartisan	None
44.0	51.0			5.0	nbc-surveymonkey-26017	NBC/SurveyMonkey	2016-10-03	2016-10-09	If the 2016 presidential election were being held today among the following candidates, for whom would you vote?	Likely Voters	23329	1.0	Internet	Nonpartisan	None
41.0	46.0	8.0	3.0	2.0	nbc-surveymonkey-26017	NBC/SurveyMonkey	2016-10-03	2016-10-09	If the 2016 presidential election were being held today among the following candidates for whom would you vote?	Likely Voters	23329	1.0	Internet	Nonpartisan	None
41.0	45.0			14.0	politico-morning-consult-26013	Politico/Morning Consult	2016-10-08	2016-10-08	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Likely Voters	1390	3.0	Internet	Nonpartisan	None
6.0	88.0			6.0	politico-morning-consult-26013	Politico/Morning Consult	2016-10-08	2016-10-08	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Likely Voters - Democrat	491		Internet	Nonpartisan	None
78.0	7.0			15.0	politico-morning-consult-26013	Politico/Morning Consult	2016-10-08	2016-10-08	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Likely Voters - Republican	480		Internet	Nonpartisan	None
40.0	38.0			22.0	politico-morning-consult-26013	Politico/Morning Consult	2016-10-08	2016-10-08	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Likely Voters - independent	419		Internet	Nonpartisan	None
38.0	42.0	8.0	3.0	9.0	politico-morning-consult-26013	Politico/Morning Consult	2016-10-08	2016-10-08	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?	Likely Voters	1390	3.0	Internet	Nonpartisan	None
5.0	87.0	3.0	2.0	3.0	politico-morning-consult-26013	Politico/Morning Consult	2016-10-08	2016-10-08	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?	Likely Voters - Democrat	491		Internet	Nonpartisan	None
74.0	7.0	6.0	1.0	12.0	politico-morning-consult-26013	Politico/Morning Consult	2016-10-08	2016-10-08	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?	Likely Voters - Republican	480		Internet	Nonpartisan	None
35.0	30.0	16.0	5.0	14.0	politico-morning-consult-26013	Politico/Morning Consult	2016-10-08	2016-10-08	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?	Likely Voters - independent	419		Internet	Nonpartisan	None
38.0	44.0	5.0	4.0	9.0	yougov-economist-26019	YouGov/Economist	2016-10-07	2016-10-08	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters	1135		Internet	Nonpartisan	None
6.0	87.0	1.0	2.0	4.0	yougov-economist-26019	YouGov/Economist	2016-10-07	2016-10-08	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Democrat	454		Internet	Nonpartisan	None
81.0	3.0	6.0	4.0	5.0	yougov-economist-26019	YouGov/Economist	2016-10-07	2016-10-08	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Republican	317		Internet	Nonpartisan	None
35.0	36.0	8.0	5.0	16.0	yougov-economist-26019	YouGov/Economist	2016-10-07	2016-10-08	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - independent	364		Internet	Nonpartisan	None
43.0	48.0		9.0	1.0	yougov-economist-26019	YouGov/Economist	2016-10-07	2016-10-08		Registered Voters	1135		Internet	Nonpartisan	None
6.0	91.0		3.0	0.0	yougov-economist-26019	YouGov/Economist	2016-10-07	2016-10-08		Registered Voters - Democrat	454		Internet	Nonpartisan	None
87.0	5.0		7.0	0.0	yougov-economist-26019	YouGov/Economist	2016-10-07	2016-10-08		Registered Voters - Republican	317		Internet	Nonpartisan	None
44.0	40.0		14.0	2.0	yougov-economist-26019	YouGov/Economist	2016-10-07	2016-10-08		Registered Voters - independent	364		Internet	Nonpartisan	None
36.0	45.0	7.0	2.0	10.0	lucid-the-times-picayune-26463	Lucid/The Times-Picayune	2016-10-06	2016-10-08		Likely Voters	536		Internet	Nonpartisan	None
46.0	48.0		6.0		upi-cvoter-26075	UPI/CVOTER	2016-10-02	2016-10-08		Likely Voters	1325		Internet	Nonpartisan	None
36.0	46.0	7.0	2.0	10.0	lucid-the-times-picayune-26462	Lucid/The Times-Picayune	2016-10-05	2016-10-07		Likely Voters	533		Internet	Nonpartisan	None
47.0	48.0		6.0		upi-cvoter-26074	UPI/CVOTER	2016-10-01	2016-10-07		Likely Voters	1286		Internet	Nonpartisan	None
40.0	45.0	6.0	3.0	4.0	quinnipiac-25995	Quinnipiac	2016-10-05	2016-10-06	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	1064	3.0	Live Phone	Nonpartisan	None
