Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
36.0	49.0			15.0	associated-industries-of-florida-r-24418	Associated Industries of Florida (R)	2016-04-25	2016-04-27		Likely Voters	604	4.0	Live Phone	Pollster	Rep
41.0	49.0			9.0	nbc-wsj-marist-24057	NBC/WSJ/Marist	2016-03-04	2016-03-10		Registered Voters	2422	2.0	Live Phone	Nonpartisan	None
45.0	44.0			12.0	surveyusa-bay-news-9-news-13-24010	SurveyUSA/Bay News 9/News 13	2016-03-04	2016-03-06		Likely Voters	1961	2.3	IVR/Online	Nonpartisan	None
43.0	50.0		7.0	1.0	cnn-24021	CNN	2016-03-02	2016-03-06		Registered Voters	854	3.5	Live Phone	Nonpartisan	None
46.0	44.0			10.0	ppp-d-23886	PPP (D)	2016-02-24	2016-02-25		Likely Voters	1012	3.1	IVR/Online	Pollster	Dem
38.0	45.0		3.0	14.5	florida-southern-college-center-23730	Florida Southern College Center	2016-01-30	2016-02-06		Registered Voters	608	4.0	Live Phone	Nonpartisan	None
47.0	44.0			9.0	florida-atlantic-university-23532	Florida Atlantic University	2016-01-15	2016-01-18		Registered Voters	1008	3.0	Automated Phone	Nonpartisan	None
41.0	49.0				saint-leo-university-23292	Saint Leo University	2015-11-29	2015-12-03		Likely Voters	404		Internet	Nonpartisan	None
49.0	41.0			10.0	florida-atlantic-university-23188	Florida Atlantic University	2015-11-15	2015-11-16		Registered Voters	829	3.3	Automated Phone	Nonpartisan	None
47.0	43.0			9.0	surveyusa-bay-news-9-news-13-23054	SurveyUSA/Bay News 9/News 13	2015-10-28	2015-11-01		Likely Voters	2400	2.2	IVR/Online	Nonpartisan	None
41.0	46.0		3.0	10.0	quinnipiac-22860	Quinnipiac	2015-09-25	2015-10-05		Registered Voters	1173	2.9	Live Phone	Nonpartisan	None
46.0	45.0			10.0	florida-atlantic-university-23190	Florida Atlantic University	2015-09-17	2015-09-20		Registered Voters	801	3.4	Automated Phone	Nonpartisan	None
41.0	42.0				cherry-r-florida-chamber-of-commerce-22910	Cherry (R-Florida Chamber of Commerce)	2015-09-16	2015-09-20		Likely Voters	605	4.0	Live Phone	Pollster	Rep
48.0	42.0			9.0	ppp-d-22737	PPP (D)	2015-09-11	2015-09-13		Likely Voters	814	3.4	IVR/Online	Pollster	Dem
43.0	41.0		3.0	13.0	quinnipiac-22582	Quinnipiac	2015-08-07	2015-08-18		Registered Voters	1093	3.0	Live Phone	Nonpartisan	None
